"","Gene","X","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC120min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC120min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC120min.c","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX120min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX120min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX120min.c","D39.old","TIGR4.new","TAIWAN.19F.new","TAIWAN.19F.old","D39.new","GENE.DESCRIPTION","GENE.CATEGORY","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description"
"1","SP_2230",1,10740.8510817011,2.44228160256578,0.0691495408035248,35.318840504018,3.01764027395865e-273,6.67502028599652e-270,3362.50281288915,3314.93027014881,3303.56726730627,17548.4791145292,18725.9094537687,18189.7175715645,"SPD_2057","SP_RS11385","SPT_RS11120","SPT_2248","SPD_RS10790","ABC transporter, ATP-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","ABC transporter"
"2","SP_2239",2,5528.26087986714,2.84816973114908,0.0834069237541222,34.1478812903505,1.43756795157237e-255,1.58995015443904e-252,1405.48150278146,1353.7132263935,1269.86582539745,9723.2201892138,9066.3622963895,10350.9222390271,"SPD_2068","SP_RS11450","SPT_RS11180","SPT_2260","SPD_RS10855","serine protease","PROTEIN TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"htrA","Serine protease"
"3","SP_2240",3,3964.08875151861,2.99375551104571,0.0909339757585851,32.9222986905757,1.05435526448663e-237,7.77411281681473e-235,993.115291696439,855.573433232934,800.416113539273,7332.49631145852,6968.36110383656,6834.57025534793,"SPD_2069","SP_RS11455","SPT_RS11185","SPT_2261","SPD_RS10860","spspoJ protein","UNKNOWN","Intracellular","CELLULAR PROCESSES","GENETIC INFORMATION PROCESSING",NA,"Cell division","Replication",NA,2,"","Chromosome segregation protein Spo0J "
"4","SP_2227",4,3079.35338096014,2.4237851412534,0.0791646662724463,30.6170069979442,7.26856917718469e-206,4.01951875498313e-203,943.287707856998,984.943071617338,957.189672230316,5040.79649964576,5435.44654201588,5114.45679239455,"SPD_2054","SP_RS11370","SPT_RS11105","SPT_2245","SPD_RS10775","DNA replication and repair protein RecF","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"recF","Recombinational DNA repair ATPase RecF"
"5","SP_2225",5,4358.28576893759,2.34518160469133,0.0794924303835033,29.5019487186042,2.71792937321778e-191,1.20241195471154e-188,1314.41729783352,1495.08623328779,1455.38120318185,7485.74784208386,7132.26744700476,7266.81459023375,"SPD_2052","SP_RS11360","SPT_RS11095","SPT_2243","SPD_RS10765","conserved hypothetical protein","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"","M16 family peptidase"
"6","SP_2210",6,1897.75320514754,2.28362154640064,0.0826195965939186,27.6401924064675,3.66127152592251e-168,1.34978876922343e-165,652.913167551292,641.513361473175,638.852251666003,3076.81919178565,3225.05242843332,3151.36882997581,"SPD_2037","SP_RS11285","SPT_RS11020","SPT_2228","SPD_RS10690","cysteine synthase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"",""
"7","SP_2228",7,15676.259374866,2.04770291148765,0.0748010419454379,27.3753260413312,5.39535822096877e-165,1.70493319782613e-162,6178.62039609065,5969.00841844739,6114.60427105818,23817.6455750334,24966.8385964969,27010.8389920693,"SPD_2055","SP_RS11375","SPT_RS11110","SPT_2246","SPD_RS10780","inosine-5-monophosphate dehydrogenase","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"guaB","inosine 5'-monophosphate dehydrogenase"
"8","SP_0035",8,2848.05310763628,2.17086836270283,0.0820681640838129,26.4520156742608,3.45903585552037e-154,9.56423414051382e-152,974.215173688375,1078.30260447206,1032.96355893099,4571.61104434665,4547.23026332345,4883.99600105615,"SPD_0041","SP_RS00215","SPT_RS00370","SPT_0073","SPD_RS00215","aromatic amino acid aminotransferase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"araT","aromatic amino acid aminotransferase"
"9","SP_0036",9,2706.96563494363,2.02784061620231,0.0774165109102582,26.1939035014507,3.11830154778708e-151,7.66409224856115e-149,1032.63372025875,1088.30541156364,1062.14086013182,4333.48174291343,4299.02922938304,4426.20284541109,"SPD_0042","SP_RS00220","SPT_RS00375","SPT_0074","SPD_RS00220","DNA repair protein","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"recO","DNA repair protein RecO"
"10","SP_0033",10,2240.92755556055,2.07691749806361,0.0809028062211661,25.6717609075993,2.41690995402731e-145,5.34620481830842e-143,835.041577447178,838.2352342742,886.206088711872,3649.74414473884,3674.62411255181,3561.71417563943,"SPD_0039","SP_RS00200","SPT_RS00360","SPT_0071","SPD_RS00205","conserved hypothetical protein","UNKNOWN","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"",""
